obsID,SA3,SA8
14004,no locomotion,stand
14005,no locomotion,body care
14006,no locomotion,stand
14007,no locomotion,stand
14008,no locomotion,stand
14009,no locomotion,stand
14010,no locomotion,stand
14011,no locomotion,stand
14012,no locomotion,body care
14013,no locomotion,body care
14014,no locomotion,stand
14015,no locomotion,body care
14016,no locomotion,stand
14017,no locomotion,body care
14018,no locomotion,body care
14019,ter. locomotion,forage
14020,no locomotion,body care
14021,ter. locomotion,forage
14022,ter. locomotion,forage
14023,ter. locomotion,forage
14024,no locomotion,stand
14025,ter. locomotion,forage
14026,ter. locomotion,forage
14027,ter. locomotion,forage
14028,ter. locomotion,forage
14029,ter. locomotion,forage
14030,ter. locomotion,forage
14031,ter. locomotion,forage
14032,ter. locomotion,forage
14033,ter. locomotion,forage
14034,ter. locomotion,forage
14035,ter. locomotion,forage
14036,ter. locomotion,forage
14037,no locomotion,stand
14038,fly,fly
14039,ter. locomotion,forage
14040,no locomotion,stand
14041,no locomotion,stand
14042,no locomotion,body care
14043,no locomotion,stand
14044,no locomotion,stand
14045,no locomotion,stand
14046,ter. locomotion,forage
14047,ter. locomotion,forage
14048,ter. locomotion,forage
14049,ter. locomotion,forage
14050,ter. locomotion,forage
14051,ter. locomotion,forage
14052,no locomotion,stand
14053,no locomotion,sit
14054,ter. locomotion,forage
14055,ter. locomotion,forage
14056,ter. locomotion,forage
14057,ter. locomotion,forage
14058,ter. locomotion,forage
14059,ter. locomotion,forage
14060,ter. locomotion,forage
14061,ter. locomotion,forage
14062,ter. locomotion,forage
14063,ter. locomotion,forage
14064,no locomotion,body care
14065,no locomotion,body care
14066,no locomotion,stand
14067,no locomotion,stand
14068,no locomotion,stand
14069,no locomotion,stand
14070,no locomotion,stand
14071,no locomotion,stand
14072,no locomotion,stand
14073,no locomotion,stand
14074,no locomotion,stand
14075,no locomotion,stand
14076,no locomotion,stand
14077,ter. locomotion,forage
14078,no locomotion,stand
14079,no locomotion,stand
14080,no locomotion,stand
14081,no locomotion,stand
14082,no locomotion,stand
14083,no locomotion,stand
14084,no locomotion,stand
14085,no locomotion,stand
14086,no locomotion,stand
14087,no locomotion,stand
14088,ter. locomotion,forage
14089,no locomotion,stand
14090,no locomotion,stand
14091,no locomotion,stand
14092,no locomotion,stand
14093,no locomotion,stand
14094,no locomotion,body care
14095,no locomotion,stand
14096,no locomotion,stand
14097,ter. locomotion,forage
14098,ter. locomotion,forage
14099,ter. locomotion,forage
14100,ter. locomotion,forage
14101,ter. locomotion,forage
14102,ter. locomotion,forage
14103,ter. locomotion,forage
14104,ter. locomotion,forage
14105,ter. locomotion,forage
14106,ter. locomotion,forage
14107,ter. locomotion,forage
14108,ter. locomotion,forage
14109,ter. locomotion,forage
14110,ter. locomotion,forage
14111,ter. locomotion,forage
14112,ter. locomotion,forage
14113,ter. locomotion,forage
14114,ter. locomotion,forage
14115,ter. locomotion,sit
14116,ter. locomotion,sit
14117,ter. locomotion,forage
14118,ter. locomotion,forage
14119,no locomotion,body care
14120,ter. locomotion,forage
14121,no locomotion,body care
14122,no locomotion,stand
14123,no locomotion,stand
14124,no locomotion,stand
14125,no locomotion,stand
14126,ter. locomotion,forage
14127,ter. locomotion,forage
14128,ter. locomotion,forage
14129,no locomotion,stand
14130,no locomotion,body care
14131,no locomotion,stand
14132,no locomotion,stand
14133,no locomotion,body care
14134,no locomotion,body care
14135,no locomotion,body care
14136,no locomotion,stand
14137,no locomotion,stand
14138,no locomotion,body care
14139,no locomotion,stand
14140,no locomotion,stand
14141,no locomotion,stand
14142,no locomotion,body care
14143,no locomotion,stand
14144,no locomotion,stand
14145,no locomotion,body care
14146,no locomotion,stand
14147,no locomotion,stand
14148,no locomotion,stand
14149,no locomotion,stand
14150,no locomotion,stand
14151,no locomotion,stand
14152,no locomotion,stand
14153,no locomotion,stand
14154,no locomotion,body care
14155,no locomotion,stand
14156,no locomotion,stand
14157,no locomotion,stand
14158,no locomotion,stand
14159,no locomotion,body care
14160,ter. locomotion,forage
14161,no locomotion,body care
14162,no locomotion,stand
14163,no locomotion,stand
14164,no locomotion,body care
14165,ter. locomotion,forage
14166,ter. locomotion,forage
14167,no locomotion,stand
14168,ter. locomotion,forage
14169,ter. locomotion,forage
14170,ter. locomotion,forage
14171,ter. locomotion,forage
14172,ter. locomotion,forage
14173,ter. locomotion,forage
14174,no locomotion,body care
14175,ter. locomotion,forage
14176,ter. locomotion,forage
14177,ter. locomotion,forage
14178,ter. locomotion,forage
14179,ter. locomotion,forage
14180,ter. locomotion,forage
14181,ter. locomotion,forage
14182,ter. locomotion,forage
14183,ter. locomotion,forage
14184,ter. locomotion,forage
14185,ter. locomotion,forage
14186,ter. locomotion,forage
14187,ter. locomotion,forage
14188,ter. locomotion,forage
14189,no locomotion,sit
14190,no locomotion,stand
14191,ter. locomotion,forage
14192,ter. locomotion,forage
14193,no locomotion,body care
14194,ter. locomotion,forage
14195,no locomotion,stand
14196,no locomotion,stand
14197,no locomotion,stand
14198,no locomotion,stand
14199,no locomotion,stand
14200,no locomotion,stand
14201,no locomotion,stand
14202,no locomotion,stand
14203,no locomotion,stand
14204,no locomotion,stand
14205,no locomotion,body care
14206,ter. locomotion,forage
14207,ter. locomotion,forage
14208,ter. locomotion,forage
14209,no locomotion,body care
14210,ter. locomotion,forage
14211,ter. locomotion,forage
14212,ter. locomotion,forage
14213,no locomotion,body care
14214,no locomotion,stand
14215,no locomotion,stand
14216,no locomotion,stand
14217,no locomotion,stand
14218,no locomotion,stand
14219,no locomotion,stand
14220,no locomotion,stand
14221,no locomotion,body care
14222,no locomotion,stand
14223,no locomotion,body care
14224,no locomotion,stand
14225,no locomotion,sit
14226,no locomotion,sit
14227,no locomotion,sit
14228,no locomotion,stand
14229,no locomotion,body care
14230,ter. locomotion,forage
14231,ter. locomotion,forage
14232,ter. locomotion,forage
14233,no locomotion,body care
14234,ter. locomotion,forage
14235,ter. locomotion,forage
14236,ter. locomotion,forage
14237,ter. locomotion,forage
14238,no locomotion,stand
14239,no locomotion,stand
14240,no locomotion,stand
14241,no locomotion,stand
14242,no locomotion,sit
14243,no locomotion,stand
14244,no locomotion,stand
14245,no locomotion,stand
14246,no locomotion,stand
14247,no locomotion,stand
14248,no locomotion,stand
14249,no locomotion,stand
14250,no locomotion,stand
14251,no locomotion,stand
14252,no locomotion,stand
14253,no locomotion,stand
14254,no locomotion,body care
14255,ter. locomotion,forage
14256,ter. locomotion,forage
14257,ter. locomotion,forage
14258,ter. locomotion,forage
14259,ter. locomotion,forage
14260,ter. locomotion,forage
14261,no locomotion,body care
14262,no locomotion,body care
14263,no locomotion,stand
14264,no locomotion,body care
14265,no locomotion,body care
14266,no locomotion,body care
14267,no locomotion,stand
14268,fly,fly
14269,no locomotion,stand
14270,no locomotion,sit
14271,no locomotion,sit
14272,ter. locomotion,forage
14273,no locomotion,stand
14274,no locomotion,sit
14275,no locomotion,body care
14276,no locomotion,stand
14277,no locomotion,stand
14278,no locomotion,stand
14279,ter. locomotion,forage
14280,no locomotion,body care
14281,ter. locomotion,forage
14282,ter. locomotion,forage
14283,ter. locomotion,forage
14284,ter. locomotion,forage
14285,ter. locomotion,forage
14286,ter. locomotion,forage
14287,no locomotion,sit
14288,no locomotion,body care
14289,ter. locomotion,forage
14290,no locomotion,body care
14291,no locomotion,body care
14292,no locomotion,body care
14293,no locomotion,stand
14294,no locomotion,stand
14295,no locomotion,stand
14296,no locomotion,stand
14297,no locomotion,stand
14298,no locomotion,stand
14299,no locomotion,stand
14300,ter. locomotion,forage
14301,no locomotion,body care
14302,ter. locomotion,forage
14303,no locomotion,sit
14304,ter. locomotion,forage
14305,ter. locomotion,forage
14306,ter. locomotion,forage
14307,ter. locomotion,forage
14308,ter. locomotion,forage
14309,ter. locomotion,forage
14310,ter. locomotion,forage
14311,no locomotion,stand
14312,no locomotion,stand
14313,no locomotion,sit
14314,no locomotion,stand
14315,no locomotion,stand
14316,no locomotion,stand
14317,no locomotion,stand
14318,no locomotion,stand
14319,no locomotion,stand
14320,no locomotion,stand
14321,no locomotion,body care
14322,ter. locomotion,forage
14323,no locomotion,stand
14324,no locomotion,body care
14325,no locomotion,stand
14326,ter. locomotion,forage
14327,ter. locomotion,forage
14328,no locomotion,stand
14329,no locomotion,body care
14330,ter. locomotion,forage
14331,ter. locomotion,forage
14332,ter. locomotion,forage
14333,ter. locomotion,forage
14334,ter. locomotion,forage
14335,ter. locomotion,forage
14336,no locomotion,body care
14337,no locomotion,stand
14338,no locomotion,stand
14339,no locomotion,stand
14340,no locomotion,body care
14341,no locomotion,stand
14342,no locomotion,body care
14343,no locomotion,stand
14344,no locomotion,stand
14345,no locomotion,stand
14346,no locomotion,stand
14347,no locomotion,stand
14348,no locomotion,stand
14349,no locomotion,stand
14350,no locomotion,stand
14351,ter. locomotion,forage
14352,ter. locomotion,forage
14353,ter. locomotion,forage
14354,ter. locomotion,forage
14355,ter. locomotion,forage
14356,ter. locomotion,forage
14357,ter. locomotion,forage
14358,ter. locomotion,forage
14359,ter. locomotion,forage
14360,no locomotion,stand
14361,no locomotion,body care
14362,no locomotion,body care
14363,no locomotion,stand
14364,no locomotion,stand
14365,no locomotion,stand
14366,no locomotion,stand
14367,no locomotion,body care
14368,no locomotion,stand
14369,no locomotion,stand
14370,no locomotion,stand
14371,ter. locomotion,forage
14372,no locomotion,stand
14373,no locomotion,body care
14374,no locomotion,stand
14375,no locomotion,body care
14376,ter. locomotion,forage
14377,ter. locomotion,forage
14378,ter. locomotion,forage
14379,no locomotion,body care
14380,ter. locomotion,forage
14381,ter. locomotion,forage
14382,no locomotion,body care
14383,no locomotion,body care
14384,ter. locomotion,forage
14385,ter. locomotion,forage
14386,ter. locomotion,forage
14387,no locomotion,body care
14388,no locomotion,stand
14389,no locomotion,stand
14390,no locomotion,stand
14391,no locomotion,stand
14392,no locomotion,stand
14393,no locomotion,stand
14394,no locomotion,body care
14395,no locomotion,stand
14396,no locomotion,body care
14397,no locomotion,body care
14398,no locomotion,stand
14399,no locomotion,stand
14400,no locomotion,body care
14401,ter. locomotion,forage
14402,no locomotion,body care
14403,ter. locomotion,forage
14404,ter. locomotion,forage
14405,ter. locomotion,forage
14406,ter. locomotion,forage
14407,ter. locomotion,forage
14408,no locomotion,stand
14409,ter. locomotion,forage
14410,no locomotion,body care
14411,no locomotion,stand
14412,no locomotion,stand
14413,no locomotion,body care
14414,no locomotion,body care
14415,no locomotion,stand
14416,no locomotion,stand
14417,ter. locomotion,forage
14418,no locomotion,stand
14419,no locomotion,stand
14420,no locomotion,body care
14421,no locomotion,stand
14422,no locomotion,stand
14423,no locomotion,stand
14424,no locomotion,stand
14425,ter. locomotion,forage
14426,no locomotion,stand
14427,ter. locomotion,forage
14428,ter. locomotion,forage
14429,ter. locomotion,forage
14430,ter. locomotion,forage
14431,ter. locomotion,forage
14432,ter. locomotion,forage
14433,ter. locomotion,forage
14434,no locomotion,stand
14435,no locomotion,body care
14436,no locomotion,stand
14437,no locomotion,stand
14438,no locomotion,stand
14439,no locomotion,stand
14440,no locomotion,stand
14441,no locomotion,stand
14442,no locomotion,stand
14443,no locomotion,stand
14444,no locomotion,body care
14445,no locomotion,stand
14446,no locomotion,stand
14447,ter. locomotion,body care
14448,ter. locomotion,forage
14449,no locomotion,stand
14450,ter. locomotion,forage
14451,ter. locomotion,forage
14452,ter. locomotion,forage
14453,no locomotion,body care
14454,ter. locomotion,forage
14455,no locomotion,stand
14456,ter. locomotion,forage
14457,ter. locomotion,forage
14458,no locomotion,stand
14459,no locomotion,sit
14460,no locomotion,sit
14461,no locomotion,sit
14462,no locomotion,sit
14463,no locomotion,stand
14464,no locomotion,body care
14465,no locomotion,stand
14466,no locomotion,sit
14467,no locomotion,sit
14468,ter. locomotion,forage
14469,no locomotion,sit
14470,no locomotion,stand
14471,no locomotion,sit
14472,no locomotion,sit
14473,no locomotion,sit
14474,no locomotion,body care
14475,ter. locomotion,forage
14476,ter. locomotion,forage
14477,ter. locomotion,forage
14478,no locomotion,body care
14479,ter. locomotion,forage
14480,ter. locomotion,forage
14481,ter. locomotion,forage
14482,no locomotion,stand
14483,ter. locomotion,forage
14484,no locomotion,stand
14485,no locomotion,stand
14486,no locomotion,stand
14487,no locomotion,stand
14488,no locomotion,body care
14489,no locomotion,stand
14490,no locomotion,stand
14491,no locomotion,stand
14492,no locomotion,stand
14493,no locomotion,stand
14494,no locomotion,body care
14495,no locomotion,stand
14496,no locomotion,stand
14497,ter. locomotion,forage
14498,no locomotion,body care
14499,no locomotion,sit
14500,ter. locomotion,forage
14501,ter. locomotion,forage
14502,ter. locomotion,forage
14503,ter. locomotion,forage
14504,ter. locomotion,forage
14505,ter. locomotion,forage
14506,no locomotion,stand
14507,no locomotion,sit
14508,no locomotion,sit
14509,no locomotion,stand
14510,no locomotion,stand
14511,ter. locomotion,forage
14512,no locomotion,stand
14513,no locomotion,sit
14514,no locomotion,stand
14515,ter. locomotion,forage
14516,no locomotion,stand
14517,no locomotion,stand
14518,no locomotion,stand
14519,no locomotion,stand
14520,no locomotion,stand
14521,ter. locomotion,forage
14522,ter. locomotion,forage
14523,ter. locomotion,forage
14524,ter. locomotion,forage
14525,ter. locomotion,forage
14526,ter. locomotion,forage
14527,ter. locomotion,forage
14528,ter. locomotion,forage
14529,ter. locomotion,forage
14530,ter. locomotion,forage
14531,ter. locomotion,forage
14532,ter. locomotion,forage
14533,ter. locomotion,forage
14534,no locomotion,stand
14535,no locomotion,stand
14536,no locomotion,stand
14537,no locomotion,stand
14538,no locomotion,stand
14539,no locomotion,stand
14540,no locomotion,body care
14541,no locomotion,stand
14542,no locomotion,stand
14543,no locomotion,stand
14544,ter. locomotion,forage
14545,no locomotion,stand
14546,no locomotion,stand
14547,ter. locomotion,forage
14548,ter. locomotion,forage
14549,ter. locomotion,forage
14550,ter. locomotion,forage
14551,ter. locomotion,forage
14552,ter. locomotion,forage
14553,ter. locomotion,forage
14554,ter. locomotion,forage
14555,no locomotion,body care
14556,no locomotion,body care
14557,no locomotion,stand
14558,no locomotion,sit
14559,no locomotion,sit
14560,no locomotion,body care
14561,no locomotion,sit
14562,no locomotion,sit
14563,no locomotion,stand
14564,ter. locomotion,forage
14565,no locomotion,sit
14566,no locomotion,sit
14567,no locomotion,stand
14568,no locomotion,stand
14569,no locomotion,stand
14570,no locomotion,stand
14571,no locomotion,body care
14572,ter. locomotion,forage
14573,no locomotion,body care
14574,ter. locomotion,forage
14575,ter. locomotion,forage
14576,ter. locomotion,forage
14577,ter. locomotion,forage
14578,no locomotion,body care
14579,no locomotion,stand
14580,no locomotion,body care
14581,no locomotion,stand
14582,no locomotion,body care
14583,no locomotion,stand
14584,no locomotion,stand
14585,no locomotion,body care
14586,no locomotion,stand
14587,no locomotion,stand
14588,no locomotion,stand
14589,no locomotion,body care
14590,no locomotion,stand
14591,no locomotion,body care
14592,ter. locomotion,forage
14593,no locomotion,body care
14594,ter. locomotion,forage
14595,fly,fly
14596,ter. locomotion,forage
14597,ter. locomotion,forage
14598,fly,fly
14599,ter. locomotion,forage
14600,ter. locomotion,forage
14601,ter. locomotion,forage
14602,ter. locomotion,forage
14603,no locomotion,body care
14604,no locomotion,sit
14605,no locomotion,body care
14606,no locomotion,stand
14607,no locomotion,body care
14608,no locomotion,body care
14609,no locomotion,stand
14610,no locomotion,sit
14611,ter. locomotion,forage
14612,no locomotion,sit
14613,no locomotion,sit
14614,no locomotion,stand
14615,no locomotion,stand
14616,no locomotion,stand
14617,no locomotion,sit
14618,no locomotion,body care
14619,no locomotion,stand
14620,no locomotion,stand
14621,no locomotion,stand
14622,ter. locomotion,forage
14623,no locomotion,body care
14624,ter. locomotion,forage
14625,ter. locomotion,forage
14626,ter. locomotion,forage
14627,ter. locomotion,forage
14628,no locomotion,stand
14629,no locomotion,stand
14630,no locomotion,stand
14631,no locomotion,stand
14632,no locomotion,stand
14633,no locomotion,stand
14634,no locomotion,stand
14635,no locomotion,body care
14636,no locomotion,stand
14637,no locomotion,stand
14638,no locomotion,stand
14639,no locomotion,body care
14640,no locomotion,body care
14641,no locomotion,stand
14642,no locomotion,body care
14643,no locomotion,stand
14644,ter. locomotion,body care
14645,ter. locomotion,forage
14646,ter. locomotion,forage
14647,ter. locomotion,forage
14648,ter. locomotion,forage
14649,ter. locomotion,forage
14650,ter. locomotion,forage
14651,ter. locomotion,forage
14652,no locomotion,stand
14653,ter. locomotion,forage
14654,ter. locomotion,forage
14655,no locomotion,sit
14656,no locomotion,body care
14657,no locomotion,stand
14658,no locomotion,stand
14659,no locomotion,stand
14660,no locomotion,stand
14661,no locomotion,stand
14662,no locomotion,stand
14663,no locomotion,body care
14664,ter. locomotion,forage
14665,no locomotion,stand
14666,no locomotion,stand
14667,ter. locomotion,forage
14668,no locomotion,body care
14669,ter. locomotion,forage
14670,no locomotion,body care
14671,ter. locomotion,forage
14672,ter. locomotion,forage
14673,ter. locomotion,forage
14674,ter. locomotion,forage
14675,ter. locomotion,forage
14676,ter. locomotion,forage
14677,ter. locomotion,forage
14678,no locomotion,stand
14679,no locomotion,stand
14680,ter. locomotion,forage
14681,ter. locomotion,forage
14682,ter. locomotion,forage
14683,no locomotion,stand
14684,no locomotion,stand
14685,no locomotion,stand
14686,no locomotion,stand
14687,no locomotion,body care
14688,no locomotion,stand
14689,no locomotion,body care
14690,no locomotion,body care
14691,ter. locomotion,forage
14692,ter. locomotion,forage
14693,ter. locomotion,forage
14694,ter. locomotion,forage
14695,ter. locomotion,forage
14696,ter. locomotion,forage
14697,ter. locomotion,forage
14698,ter. locomotion,forage
14699,ter. locomotion,forage
14700,fly,fly
14701,no locomotion,sit
14702,no locomotion,sit
14703,no locomotion,stand
14704,ter. locomotion,forage
14705,no locomotion,body care
14706,no locomotion,stand
14707,no locomotion,stand
14708,no locomotion,body care
14709,no locomotion,stand
14710,no locomotion,stand
14711,no locomotion,body care
14712,no locomotion,stand
14713,no locomotion,sit
14714,no locomotion,body care
14715,no locomotion,body care
14716,ter. locomotion,forage
14717,ter. locomotion,forage
14718,no locomotion,stand
14719,ter. locomotion,forage
14720,ter. locomotion,forage
14721,ter. locomotion,forage
14722,ter. locomotion,forage
14723,ter. locomotion,forage
14724,ter. locomotion,forage
14725,no locomotion,stand
14726,no locomotion,stand
14727,no locomotion,stand
14728,ter. locomotion,forage
14729,ter. locomotion,forage
14730,ter. locomotion,forage
14731,ter. locomotion,forage
14732,no locomotion,body care
14733,ter. locomotion,forage
14734,ter. locomotion,forage
14735,no locomotion,stand
14736,no locomotion,stand
14737,ter. locomotion,forage
14738,no locomotion,stand
14739,no locomotion,stand
14740,ter. locomotion,forage
14741,ter. locomotion,forage
14742,ter. locomotion,forage
14743,ter. locomotion,forage
14744,fly,fly
14745,ter. locomotion,forage
14746,no locomotion,body care
14747,no locomotion,body care
14748,ter. locomotion,forage
14749,ter. locomotion,forage
14750,ter. locomotion,forage
14751,no locomotion,sit
14752,no locomotion,sit
14753,no locomotion,body care
14754,no locomotion,sit
14755,ter. locomotion,forage
14756,no locomotion,stand
14757,no locomotion,sit
14758,no locomotion,sit
14759,no locomotion,sit
14760,no locomotion,stand
14761,no locomotion,sit
14762,no locomotion,stand
14763,no locomotion,stand
14764,no locomotion,stand
14765,no locomotion,stand
14766,no locomotion,stand
14767,no locomotion,stand
14768,no locomotion,body care
14769,no locomotion,body care
14770,no locomotion,body care
14771,ter. locomotion,forage
14772,ter. locomotion,forage
14773,ter. locomotion,forage
14774,no locomotion,stand
14775,no locomotion,stand
14776,no locomotion,stand
14777,no locomotion,stand
14778,no locomotion,body care
14779,ter. locomotion,forage
14780,ter. locomotion,forage
14781,ter. locomotion,forage
14782,no locomotion,stand
14783,no locomotion,stand
14784,no locomotion,stand
14785,no locomotion,sit
14786,no locomotion,body care
14787,no locomotion,stand
14788,no locomotion,stand
14789,no locomotion,stand
14790,no locomotion,stand
14791,ter. locomotion,forage
14792,ter. locomotion,forage
14793,ter. locomotion,forage
14794,ter. locomotion,forage
14795,no locomotion,body care
14796,ter. locomotion,forage
14797,ter. locomotion,forage
14798,ter. locomotion,forage
14799,ter. locomotion,forage
14800,ter. locomotion,forage
14801,no locomotion,sit
14802,no locomotion,sit
14803,no locomotion,body care
14804,no locomotion,sit
14805,ter. locomotion,forage
14806,ter. locomotion,forage
14807,ter. locomotion,forage
14808,no locomotion,body care
14809,no locomotion,stand
14810,no locomotion,stand
14811,no locomotion,stand
14812,no locomotion,stand
14813,no locomotion,body care
14814,no locomotion,body care
14815,no locomotion,body care
14816,ter. locomotion,forage
14817,no locomotion,stand
14818,ter. locomotion,forage
14819,ter. locomotion,forage
14820,ter. locomotion,forage
14821,ter. locomotion,forage
14822,ter. locomotion,forage
14823,ter. locomotion,forage
14824,ter. locomotion,forage
14825,no locomotion,body care
14826,ter. locomotion,forage
14827,ter. locomotion,forage
14828,ter. locomotion,forage
14829,no locomotion,stand
14830,no locomotion,stand
14831,no locomotion,stand
14832,no locomotion,stand
14833,ter. locomotion,forage
14834,no locomotion,stand
14835,no locomotion,stand
14836,no locomotion,stand
14837,no locomotion,body care
14838,no locomotion,sit
14839,no locomotion,sit
14840,no locomotion,sit
14841,no locomotion,body care
14842,ter. locomotion,forage
14843,ter. locomotion,forage
14844,ter. locomotion,forage
14845,no locomotion,body care
14846,ter. locomotion,forage
14847,ter. locomotion,forage
14848,ter. locomotion,forage
14849,ter. locomotion,forage
14850,ter. locomotion,forage
14851,no locomotion,sit
14852,no locomotion,stand
14853,no locomotion,body care
14854,ter. locomotion,forage
14855,ter. locomotion,forage
14856,ter. locomotion,forage
14857,no locomotion,stand
14858,no locomotion,stand
14859,no locomotion,stand
14860,no locomotion,stand
14861,no locomotion,stand
14862,no locomotion,stand
14863,no locomotion,stand
14864,no locomotion,stand
14865,ter. locomotion,forage
14866,ter. locomotion,forage
14867,ter. locomotion,forage
14868,ter. locomotion,forage
14869,ter. locomotion,forage
14870,ter. locomotion,forage
14871,ter. locomotion,forage
14872,ter. locomotion,forage
14873,ter. locomotion,forage
14874,no locomotion,body care
14875,no locomotion,stand
14876,no locomotion,body care
14877,no locomotion,stand
14878,no locomotion,body care
14879,no locomotion,sit
14880,no locomotion,stand
14881,no locomotion,stand
14882,no locomotion,stand
14883,no locomotion,sit
14884,no locomotion,sit
14885,no locomotion,body care
14886,no locomotion,body care
14887,no locomotion,sit
14888,no locomotion,stand
14889,no locomotion,stand
14890,ter. locomotion,forage
14891,no locomotion,body care
14892,no locomotion,body care
14893,ter. locomotion,forage
14894,ter. locomotion,forage
14895,ter. locomotion,forage
14896,ter. locomotion,forage
14897,ter. locomotion,forage
14898,ter. locomotion,forage
14899,no locomotion,body care
14900,no locomotion,body care
14901,no locomotion,sit
14902,no locomotion,body care
14903,no locomotion,body care
14904,no locomotion,stand
14905,no locomotion,body care
14906,no locomotion,body care
14907,no locomotion,stand
14908,no locomotion,stand
14909,no locomotion,stand
14910,no locomotion,stand
14911,no locomotion,stand
14912,no locomotion,stand
14913,no locomotion,stand
14914,no locomotion,body care
14915,no locomotion,body care
14916,ter. locomotion,forage
14917,ter. locomotion,forage
14918,ter. locomotion,forage
14919,ter. locomotion,forage
14920,ter. locomotion,forage
14921,ter. locomotion,forage
14922,fly,fly
14923,no locomotion,stand
14924,no locomotion,body care
14925,no locomotion,stand
14926,ter. locomotion,forage
14927,no locomotion,stand
14928,no locomotion,sit
14929,no locomotion,stand
14930,no locomotion,sit
14931,no locomotion,body care
14932,no locomotion,body care
14933,no locomotion,body care
14934,no locomotion,stand
14935,no locomotion,stand
14936,no locomotion,stand
14937,ter. locomotion,forage
14938,no locomotion,body care
14939,no locomotion,stand
14940,no locomotion,body care
14941,no locomotion,body care
14942,ter. locomotion,forage
14943,ter. locomotion,forage
14944,ter. locomotion,forage
14945,ter. locomotion,forage
14946,ter. locomotion,forage
14947,ter. locomotion,forage
14948,no locomotion,body care
14949,no locomotion,body care
14950,no locomotion,stand
14951,ter. locomotion,body care
14952,no locomotion,body care
14953,no locomotion,stand
14954,no locomotion,stand
14955,no locomotion,stand
14956,no locomotion,stand
14957,no locomotion,stand
14958,no locomotion,body care
14959,ter. locomotion,forage
14960,no locomotion,stand
14961,no locomotion,stand
14962,no locomotion,body care
14963,no locomotion,stand
14964,ter. locomotion,forage
14965,ter. locomotion,forage
14966,ter. locomotion,forage
14967,ter. locomotion,forage
14968,ter. locomotion,forage
14969,ter. locomotion,forage
14970,ter. locomotion,forage
14971,no locomotion,body care
14972,no locomotion,stand
14973,no locomotion,stand
14974,no locomotion,stand
14975,ter. locomotion,forage
14976,no locomotion,stand
14977,no locomotion,stand
14978,no locomotion,body care
14979,no locomotion,stand
14980,no locomotion,sit
14981,no locomotion,body care
14982,no locomotion,stand
14983,no locomotion,stand
14984,no locomotion,sit
14985,no locomotion,sit
14986,no locomotion,sit
14987,no locomotion,sit
14988,no locomotion,body care
14989,ter. locomotion,forage
14990,ter. locomotion,forage
14991,ter. locomotion,forage
14992,ter. locomotion,forage
14993,ter. locomotion,forage
14994,ter. locomotion,forage
14995,ter. locomotion,forage
14996,no locomotion,sit
14997,no locomotion,sit
14998,ter. locomotion,forage
14999,no locomotion,stand
15000,no locomotion,stand
15001,no locomotion,body care
15002,no locomotion,body care
15003,ter. locomotion,forage
15004,no locomotion,stand
15005,no locomotion,stand
15006,no locomotion,stand
15007,no locomotion,stand
15008,no locomotion,stand
15009,no locomotion,stand
15010,no locomotion,stand
15011,fly,fly
15012,ter. locomotion,forage
15013,no locomotion,body care
15014,ter. locomotion,forage
15015,ter. locomotion,forage
15016,ter. locomotion,forage
15017,ter. locomotion,forage
15018,ter. locomotion,forage
15019,no locomotion,sit
15020,no locomotion,body care
15021,ter. locomotion,forage
15022,no locomotion,sit
15023,no locomotion,sit
15024,no locomotion,body care
15025,no locomotion,sit
15026,no locomotion,stand
15027,no locomotion,sit
15028,no locomotion,stand
15029,no locomotion,sit
15030,no locomotion,stand
15031,no locomotion,stand
15032,no locomotion,body care
15033,no locomotion,stand
15034,no locomotion,body care
15035,ter. locomotion,forage
15036,ter. locomotion,forage
15037,no locomotion,body care
15038,ter. locomotion,forage
15039,ter. locomotion,forage
15040,ter. locomotion,forage
15041,ter. locomotion,forage
15042,ter. locomotion,forage
15043,no locomotion,body care
15044,no locomotion,stand
15045,no locomotion,body care
15046,no locomotion,stand
15047,no locomotion,stand
15048,no locomotion,body care
15049,no locomotion,stand
15050,no locomotion,stand
15051,no locomotion,stand
15052,no locomotion,body care
15053,no locomotion,stand
15054,no locomotion,stand
15055,no locomotion,stand
15056,no locomotion,stand
15057,no locomotion,stand
15058,no locomotion,stand
15059,no locomotion,body care
15060,ter. locomotion,forage
15061,ter. locomotion,forage
15062,ter. locomotion,forage
15063,ter. locomotion,forage
15064,ter. locomotion,forage
15065,ter. locomotion,forage
15066,ter. locomotion,forage
15067,no locomotion,stand
15068,ter. locomotion,forage
15069,no locomotion,stand
15070,no locomotion,body care
15071,no locomotion,stand
15072,ter. locomotion,forage
15073,no locomotion,stand
15074,no locomotion,stand
15075,no locomotion,stand
15076,no locomotion,stand
15077,no locomotion,stand
15078,fly,fly
15079,no locomotion,stand
15080,no locomotion,stand
15081,no locomotion,stand
15082,no locomotion,stand
15083,ter. locomotion,forage
15084,no locomotion,body care
15085,no locomotion,body care
15086,ter. locomotion,forage
15087,no locomotion,body care
15088,ter. locomotion,forage
15089,ter. locomotion,forage
15090,no locomotion,body care
15091,no locomotion,body care
15092,no locomotion,body care
15093,no locomotion,body care
15094,no locomotion,stand
15095,no locomotion,stand
15096,no locomotion,stand
15097,no locomotion,stand
15098,no locomotion,stand
15099,no locomotion,stand
15100,no locomotion,stand
15101,ter. locomotion,body care
15102,no locomotion,body care
